Fold,Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Val_Accuracy,Val_Precision,Val_Recall,Val_F1,Val_MCC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Training_Time,Val_Accuracy_Epoch,Learning_Rate,batch_size,adaptive_method
1,0.999214608,0.999194395,0.999066913,0.999130344,0.998935078,0.999558304,0.999680307,0.999360614,0.999519949,0.999399119,0.999602544,0.999458874,0.999579832,0.999518883,0.999461028,10.78446674,1,0.001,128,FixedL1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11.04714274,1,0.001,128,FixedL1
3,0.999803652,0.999795069,0.999777209,0.9997861,0.999733647,1,1,1,1,1,1,1,1,1,1,13.0802207,1,0.001,128,FixedL1
4,0.999754565,0.999759618,0.999726871,0.999743154,0.999667381,1,1,1,1,1,1,1,1,1,1,11.86567545,1,0.001,128,FixedL1
5,0.999656391,0.999638874,0.999608822,0.999623825,0.999534034,0.999116608,0.999083807,0.998892449,0.998987518,0.99879784,0.999205087,0.999038238,0.999165645,0.99910168,0.998921873,9.775740147,0.99955833,0.001,128,FixedL1
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.29706502,1,0.001,128,FixedL1
7,0.999361901,0.999337645,0.999297054,0.999317071,0.999134427,0.999116217,0.999039129,0.998965612,0.999001816,0.998801906,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,10.61648011,1,0.001,128,FixedL1
8,0.999705493,0.999690147,0.999692434,0.9996911,0.9996005,0.999558109,0.999518304,0.999553571,0.999535506,0.999401966,0.998807631,0.998745819,0.998758278,0.998748926,0.99838433,9.908543348,1,0.001,128,FixedL1
9,0.998380209,0.998305881,0.998263273,0.998280276,0.997805909,0.999116217,0.999040307,0.998786408,0.998910958,0.998798772,0.998807631,0.998754042,0.998617365,0.998684551,0.998382985,10.47686768,1,0.001,128,FixedL1
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.81470561,1,0.001,128,FixedL1
1,0.999312782,0.999326063,0.9991861,0.999255917,0.999068114,0.999116608,0.999216485,0.998721228,0.998966899,0.998798455,0.999205087,0.999288822,0.999043793,0.99916558,0.998921939,9.503297567,1,0.001,128,FixedL2
2,0.999705478,0.999710046,0.999672089,0.99969093,0.999600382,0.999558304,0.999520154,0.99955036,0.999534824,0.999402896,0.999205087,0.999166609,0.999037533,0.999101605,0.998921778,10.62529469,0.99955833,0.001,128,FixedL2
3,0.999705478,0.999689612,0.999660877,0.999675173,0.999600475,1,1,1,1,1,0.999205087,0.999288822,0.999043793,0.99916558,0.998921939,8.599032879,1,0.001,128,FixedL2
4,0.999656391,0.999671611,0.999593751,0.99963257,0.999534311,0.999116608,0.999049612,0.998873964,0.998961167,0.998791428,1,1,1,1,1,9.979826927,1,0.001,128,FixedL2
5,0.999656391,0.999637825,0.99956418,0.999600825,0.999534101,0.998674912,0.998617392,0.998253063,0.998433169,0.998197091,1,1,1,1,1,10.30207086,0.99955833,0.001,128,FixedL2
6,0.998429217,0.998178901,0.998436191,0.998306496,0.997867628,0.999116608,0.999102331,0.998989822,0.999045561,0.998811892,0.998807631,0.998747851,0.998495233,0.998620016,0.998382943,10.32160616,1,0.001,128,FixedL2
7,0.998772886,0.998802628,0.998630652,0.998714533,0.998336329,1,1,1,1,1,0.998807631,0.998745819,0.998758278,0.998748926,0.99838433,10.34796977,1,0.001,128,FixedL2
8,0.99882197,0.998670306,0.998777975,0.998724055,0.998401683,0.999116217,0.998970255,0.999187559,0.999078025,0.998804012,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,9.291395187,1,0.001,128,FixedL2
9,0.999901831,0.999912748,0.999881367,0.999897046,0.999866869,1,1,1,1,1,1,1,1,1,1,8.899818659,1,0.001,128,FixedL2
10,0.999901831,0.999927923,0.999866986,0.999897431,0.999866849,1,1,1,1,1,1,1,1,1,1,12.88491726,1,0.001,128,FixedL2
1,0.999754565,0.999743422,0.999725773,0.999734527,0.999667198,0.999558304,0.999362245,0.999679898,0.999520561,0.999399243,1,1,1,1,1,10.40303135,1,0.001,128,MLP
2,0.999361869,0.999158399,0.999484585,0.999320881,0.999134454,0.999116608,0.998946759,0.999218354,0.999081684,0.998805897,0.999205087,0.999038238,0.999165645,0.99910168,0.998921873,10.83133817,1,0.001,128,MLP
3,0.999803652,0.999840786,0.999746909,0.99979379,0.99973365,1,1,1,1,1,1,1,1,1,1,9.114648819,1,0.001,128,MLP
4,0.999901826,0.999896758,0.99986688,0.999881791,0.999866944,1,1,1,1,1,1,1,1,1,1,10.95926404,1,0.001,128,MLP
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.4492681,1,0.001,128,MLP
6,0.998969173,0.998635453,0.999184736,0.998908359,0.99860132,0.999558304,0.999440716,0.99964539,0.999542614,0.999406137,0.999602544,0.999458874,0.999707944,0.999583031,0.999461062,10.2698226,1,0.001,128,MLP
7,0.999656408,0.999643986,0.999621542,0.9996326,0.999533934,0.999558109,0.999511719,0.99952741,0.999519102,0.999401099,1,1,1,1,1,10.31477022,1,0.001,128,MLP
8,0.999754577,0.999741736,0.999743695,0.999742583,0.999667067,1,1,1,1,1,0.999205087,0.999162479,0.999172185,0.999165943,0.998922457,10.27863908,1,0.001,128,MLP
9,0.999950915,0.999948927,0.999948283,0.9999486,0.999933435,1,1,1,1,1,1,1,1,1,1,10.73075175,1,0.001,128,MLP
10,0.999950915,0.999933511,0.999947906,0.999940701,0.999933423,1,1,1,1,1,1,1,1,1,1,10.43292332,1,0.001,128,MLP
1,0.998969173,0.998944079,0.998895036,0.998917429,0.998603349,0.999558304,0.99954955,0.999535316,0.999542014,0.999399173,0.998807631,0.998883202,0.998617365,0.998748515,0.998383326,14.00984669,1,0.001,128,Novel
2,0.998085608,0.997415237,0.998581265,0.997989923,0.997407797,0.998233216,0.997722096,0.998671979,0.998190056,0.997615574,1,1,1,1,1,12.91619372,0.9991166,0.001,128,Novel
3,0.999410956,0.999413361,0.999286178,0.999349534,0.999200956,0.999116608,0.999074074,0.999068901,0.99906976,0.998803211,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,12.56364989,0.99955833,0.001,128,Novel
4,0.999656391,0.999654188,0.99962713,0.999640463,0.999534377,0.999558304,0.999512671,0.999537037,0.999524402,0.999395875,1,1,1,1,1,12.49334145,1,0.001,128,Novel
5,0.999901826,0.999882256,0.999896244,0.999889232,0.999866875,0.999558304,0.999680715,0.999360614,0.999520153,0.999399022,1,1,1,1,1,12.26093292,1,0.001,128,Novel
6,0.999312782,0.99918018,0.999339644,0.999259758,0.99906689,1,1,1,1,1,0.999602544,0.999458874,0.999707944,0.999583031,0.999461062,12.85562229,1,0.001,128,Novel
7,0.999558239,0.999534451,0.999392385,0.999462831,0.999400891,1,1,1,1,1,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,15.84273624,1,0.001,128,Novel
8,0.999656408,0.999655175,0.999576136,0.999615558,0.999533812,0.999116217,0.999224986,0.998931894,0.999077557,0.998803805,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,12.48554945,0.999116242,0.001,128,Novel
9,0.998674717,0.998637384,0.998527643,0.998580278,0.998203975,0.998674326,0.998578903,0.998304712,0.998439889,0.99819735,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,12.6583395,0.999116242,0.001,128,Novel
10,0.999950915,0.999963956,0.999933493,0.999948719,0.999933422,1,1,1,1,1,1,1,1,1,1,13.68665266,1,0.001,128,Novel
1,0.998821912,0.998760107,0.998553822,0.998654424,0.998403514,0.999558304,0.999536178,0.999360614,0.999447771,0.999399153,0.999205087,0.999162479,0.998915401,0.999037059,0.998922393,9.279680252,1,0.001,256,Adaptive
2,0.999852739,0.999875921,0.999798007,0.999836916,0.999800169,1,1,1,1,1,1,1,1,1,1,8.60296154,1,0.001,256,Adaptive
3,0.999705478,0.999768708,0.999627939,0.999698206,0.999600495,0.999558304,0.999675325,0.999404762,0.999539583,0.999401291,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,9.256219625,1,0.001,256,Adaptive
4,0.999901826,0.999896758,0.99986688,0.999881791,0.999866944,1,1,1,1,1,1,1,1,1,1,8.48871398,1,0.001,256,Adaptive
5,0.999214608,0.999203537,0.999149702,0.999175556,0.998935554,0.998674912,0.999044586,0.998081841,0.998558606,0.998198314,0.998807631,0.998870764,0.998629886,0.998748556,0.998383338,9.279678822,0.99955833,0.001,256,Adaptive
6,0.99838013,0.997939536,0.998627661,0.998280903,0.997802198,1,1,1,1,1,0.998012719,0.997425364,0.998289476,0.997853261,0.997307652,8.796312332,1,0.001,256,Adaptive
7,1,1,1,1,1,1,1,1,1,1,0.999602544,0.999580537,0.999586093,0.999582967,0.999461014,8.837323666,1,0.001,256,Adaptive
8,0.999950915,0.999948304,0.999932814,0.999940552,0.9999334,0.999558109,0.999554367,0.999517375,0.999535439,0.999401953,1,1,1,1,1,9.642939091,1,0.001,256,Adaptive
9,0.999656408,0.999642107,0.999622781,0.999632279,0.999534124,1,1,1,1,1,1,1,1,1,1,10.03353763,1,0.001,256,Adaptive
10,0.999950915,0.999963956,0.999933493,0.999948719,0.999933422,1,1,1,1,1,1,1,1,1,1,9.642935038,1,0.001,256,Adaptive
1,0.999852739,0.999891618,0.999814994,0.999853274,0.999800312,1,1,1,1,1,1,1,1,1,1,9.877296686,1,0.001,256,ElasticNet
2,0.998527391,0.99842475,0.998256653,0.998339605,0.998001962,0.999116608,0.999070513,0.998975647,0.999022519,0.998805491,0.998807631,0.998754042,0.998617365,0.998684551,0.998382985,8.855848074,1,0.001,256,ElasticNet
3,0.999361869,0.99934255,0.99932057,0.999330792,0.999134751,1,1,1,1,1,0.999602544,0.999580537,0.999586093,0.999582967,0.999461014,8.99258852,1,0.001,256,ElasticNet
4,0.998821912,0.998412698,0.999127653,0.998766886,0.998405475,0.999116608,0.998730964,0.999390244,0.999058617,0.998792576,1,1,1,1,1,9.797224522,1,0.001,256,ElasticNet
5,0.999950913,0.999948781,0.999948122,0.999948446,0.999933436,0.999558304,0.999551971,0.999531835,0.999541483,0.999399075,1,1,1,1,1,8.768970728,1,0.001,256,ElasticNet
6,0.999754565,0.999739692,0.999662345,0.999700836,0.999666749,1,1,1,1,1,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,9.51892066,1,0.001,256,ElasticNet
7,0.999410985,0.999450224,0.999315355,0.999382359,0.999201087,0.999558109,0.999511719,0.99952741,0.999519102,0.999401099,0.999205087,0.999295062,0.999037533,0.99916557,0.998921935,9.803087473,1,0.001,256,ElasticNet
8,0.999558239,0.999535849,0.999457447,0.999496501,0.999400625,0.999116217,0.999071742,0.998931894,0.999001276,0.998803613,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,9.050200701,1,0.001,256,ElasticNet
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.754258156,1,0.001,256,ElasticNet
10,0.99774211,0.997699882,0.997502777,0.997593823,0.996941694,0.999116217,0.999105546,0.999097473,0.999099892,0.998800691,0.998807631,0.998883202,0.998617365,0.998748515,0.998383326,9.627314329,1,0.001,256,ElasticNet
1,0.999214608,0.999167857,0.999169263,0.999167277,0.99893569,0.999558304,0.99954955,0.999535316,0.999542014,0.999399173,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,8.879285097,1,0.001,256,FixedL1
2,0.999852739,0.999862361,0.999828437,0.999845372,0.999800165,0.999558304,0.999520154,0.99955036,0.999534824,0.999402896,1,1,1,1,1,8.827560186,1,0.001,256,FixedL1
3,0.999852739,0.999891806,0.99981397,0.999852855,0.999800237,0.999558304,0.999675325,0.999404762,0.999539583,0.999401291,0.999602544,0.999580537,0.999586093,0.999582967,0.999461014,9.080450773,1,0.001,256,FixedL1
4,0.999705478,0.99970866,0.999675229,0.999691807,0.999600875,1,1,1,1,1,1,1,1,1,1,7.832505941,1,0.001,256,FixedL1
5,0.999950913,0.999948781,0.999948122,0.999948446,0.999933436,0.999558304,0.99953271,0.999360614,0.999446034,0.999399057,1,1,1,1,1,9.248431921,1,0.001,256,FixedL1
6,0.999754565,0.999744115,0.999724005,0.999733946,0.99966674,1,1,1,1,1,1,1,1,1,1,9.355846882,1,0.001,256,FixedL1
7,0.999852746,0.999891665,0.999828839,0.999860225,0.999800233,1,1,1,1,1,1,1,1,1,1,8.957435131,1,0.001,256,FixedL1
8,0.999410985,0.999396504,0.999368943,0.999382077,0.999201156,0.999558109,0.999518304,0.999553571,0.999535506,0.999401966,0.999205087,0.999162479,0.999172185,0.999165943,0.998922457,9.077543497,1,0.001,256,FixedL1
9,0.997938448,0.997872771,0.997812686,0.997833665,0.997209729,0.999116217,0.999082569,0.999036609,0.999057816,0.998798823,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,13.23157263,1,0.001,256,FixedL1
10,0.999607323,0.999589748,0.999568834,0.99957906,0.999467493,0.999558109,0.999551971,0.999548736,0.999549949,0.999400081,1,1,1,1,1,9.349010706,1,0.001,256,FixedL1
1,0.998920086,0.998757706,0.998914471,0.998835199,0.998536066,0.999116608,0.998898423,0.999228634,0.9990626,0.998798487,0.998410175,0.997962745,0.998453701,0.998205169,0.997844797,8.345192909,1,0.001,256,FixedL2
2,0.999558217,0.99956586,0.999506886,0.999536302,0.999400484,0.998674912,0.998620638,0.998588821,0.998604298,0.998208127,0.998410175,0.998454104,0.998215979,0.998331539,0.997845165,7.614747047,0.99955833,0.001,256,FixedL2
3,0.999361869,0.999373779,0.999256453,0.999314556,0.999134576,0.999558304,0.999535316,0.999404762,0.999469468,0.999401324,1,1,1,1,1,8.29439044,1,0.001,256,FixedL2
4,0.999705478,0.999630709,0.999721703,0.999676149,0.99960084,0.999116608,0.998876538,0.999232159,0.999053398,0.998791896,0.999602544,0.999580537,0.999586093,0.999582967,0.999461014,8.014110327,1,0.001,256,FixedL2
5,0.999901826,0.99991199,0.999882228,0.999897098,0.99986687,0.999558304,0.99953271,0.999360614,0.999446034,0.999399057,1,1,1,1,1,8.076630831,0.99955833,0.001,256,FixedL2
6,0.999312782,0.999120595,0.999418621,0.999269078,0.999067104,0.999558304,0.999551971,0.99955036,0.999550762,0.999406094,0.998807631,0.998383621,0.999123832,0.998750336,0.998384763,8.061007023,1,0.001,256,FixedL2
7,0.999067393,0.999002064,0.999000059,0.998999956,0.998735382,0.999116217,0.99905838,0.999021526,0.999038106,0.998802709,0.998012719,0.997786634,0.997924203,0.997850801,0.997306869,7.753410339,1,0.001,256,FixedL2
8,0.999558239,0.999582053,0.999474505,0.999528152,0.999400633,1,1,1,1,1,0.999205087,0.999288822,0.999043793,0.99916558,0.998921939,8.455514669,1,0.001,256,FixedL2
9,0.998772886,0.998697771,0.998722292,0.998707116,0.99833762,0.999116217,0.999040307,0.99907919,0.999057976,0.998798854,0.997615262,0.99750416,0.997516556,0.997497899,0.996772518,8.528725386,1,0.001,256,FixedL2
10,0.99946007,0.999344544,0.999399003,0.999371474,0.999267765,0.999116217,0.998721228,0.999097473,0.998906895,0.998800801,0.998807631,0.998619948,0.998752017,0.998684827,0.99838309,8.249471188,1,0.001,256,FixedL2
1,0.999558217,0.999477465,0.999581202,0.999529206,0.999400988,0.999558304,0.999362245,0.999679898,0.999520561,0.999399243,1,1,1,1,1,10.21516681,1,0.001,256,MLP
2,0.998870999,0.998841723,0.998773983,0.998806722,0.998468489,1,1,1,1,1,0.998807631,0.998752421,0.998745477,0.998748601,0.998382606,7.055209398,1,0.001,256,MLP
3,0.999214608,0.999238299,0.999096806,0.999167413,0.998934539,0.999558304,0.999675325,0.999404762,0.999539583,0.999401291,0.998410175,0.998459868,0.998203177,0.998330796,0.997843438,9.716016293,1,0.001,256,MLP
4,0.998870999,0.998781048,0.998843785,0.998810954,0.998470658,0.999116608,0.999077491,0.999023438,0.999048656,0.998792256,0.998807631,0.998624309,0.998745477,0.998684637,0.998382698,7.594242334,1,0.001,256,MLP
5,0.999312782,0.999340369,0.999188084,0.999264036,0.999068102,1,1,1,1,1,1,1,1,1,1,8.948640585,1,0.001,256,MLP
6,0.999852739,0.999812869,0.999860969,0.999836907,0.999800017,1,1,1,1,1,1,1,1,1,1,8.456490517,1,0.001,256,MLP
7,0.999067393,0.999031234,0.998911958,0.998971435,0.998734775,0.999116217,0.998966872,0.999038173,0.999001969,0.998801948,0.999602544,0.999458874,0.999579832,0.999518883,0.999461028,9.470094919,1,0.001,256,MLP
8,0.999509154,0.999624517,0.999344063,0.999483814,0.99933418,1,1,1,1,1,0.999205087,0.999417249,0.998915401,0.999164806,0.998922285,7.845202446,1,0.001,256,MLP
9,0.999950915,0.999933101,0.999963815,0.999948453,0.999933436,0.999558109,0.999394673,0.999683143,0.999538441,0.999399219,1,1,1,1,1,8.609801531,1,0.001,256,MLP
10,0.998920139,0.998797034,0.998935883,0.998865415,0.998535932,0.999558109,0.999551971,0.999548736,0.999549949,0.999400081,1,1,1,1,1,8.764081478,1,0.001,256,MLP
1,0.999263695,0.99916664,0.999257368,0.999211889,0.999001614,1,1,1,1,1,0.999205087,0.999166609,0.999037533,0.999101605,0.998921778,11.15553451,1,0.001,256,Novel
2,0.999116434,0.99903411,0.99901558,0.999023817,0.998801525,0.999116608,0.999103943,0.999038462,0.999069471,0.998806285,0.998410175,0.998330551,0.998215979,0.998268628,0.997845924,11.39478111,1,0.001,256,Novel
3,0.999656391,0.999655164,0.999592058,0.999623559,0.999533859,0.999558304,0.999675325,0.999404762,0.999539583,0.999401291,0.999205087,0.999288822,0.999043793,0.99916558,0.998921939,11.01394486,0.99955833,0.001,256,Novel
4,0.999607304,0.999542707,0.999619385,0.999580982,0.999467783,1,1,1,1,1,1,1,1,1,1,10.85184503,1,0.001,256,Novel
5,0.999705478,0.999722628,0.999689798,0.999706154,0.999600629,0.999116608,0.999232687,0.998892449,0.999061636,0.998798031,0.999602544,0.999586777,0.999579832,0.999582957,0.999461012,9.892920017,0.99955833,0.001,256,Novel
6,0.999607304,0.999619411,0.999554015,0.999586668,0.999466692,0.999558304,0.999551971,0.99955036,0.999550762,0.999406094,1,1,1,1,1,12.60563755,1,0.001,256,Novel
7,0.999852746,0.999844624,0.999847747,0.999846138,0.999800245,1,1,1,1,1,1,1,1,1,1,12.30682945,1,0.001,256,Novel
8,0.999803662,0.999808959,0.999763105,0.999785979,0.999733614,0.999558109,0.999670619,0.999517375,0.999593655,0.999401923,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,11.03933311,1,0.001,256,Novel
9,0.999950915,0.999963821,0.999933084,0.999948446,0.999933435,1,1,1,1,1,1,1,1,1,1,10.91531539,1,0.001,256,Novel
10,0.99882197,0.999105176,0.99850645,0.998803871,0.998403034,0.999116217,0.999346405,0.998906063,0.999125189,0.998800254,0.998807631,0.998873771,0.998495233,0.998683692,0.99838282,11.72092986,1,0.001,256,Novel
1,0.999263695,0.999178811,0.999107683,0.999142681,0.999001749,0.999116608,0.999074074,0.99890935,0.99899024,0.998798575,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,24.33828926,1,0.001,32,Adaptive
2,0.999263695,0.999239249,0.99903568,0.999136613,0.999001062,0.999116608,0.999070513,0.998975647,0.999022519,0.998805491,0.999205087,0.999162479,0.998915401,0.999037059,0.998922393,24.92515755,1,0.001,32,Adaptive
3,0.999312782,0.99930228,0.999258106,0.999279293,0.999068232,0.999116608,0.999074074,0.999068901,0.99906976,0.998803211,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,28.09390593,1,0.001,32,Adaptive
4,0.998429217,0.998749424,0.99789991,0.99831975,0.997872933,0.999116608,0.999391727,0.99872449,0.999056107,0.998792025,0.998807631,0.999126892,0.998373102,0.998746578,0.998383943,25.30697298,1,0.001,32,Adaptive
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.39498091,1,0.001,32,Adaptive
6,0.999950913,0.999964255,0.999932469,0.999948356,0.999933337,1,1,1,1,1,1,1,1,1,1,24.80310059,1,0.001,32,Adaptive
7,0.999165562,0.999149655,0.999106519,0.999127556,0.9988682,0.999116217,0.999038173,0.999038173,0.999038173,0.998801662,0.999205087,0.999295062,0.999037533,0.99916557,0.998921935,19.49777555,1,0.001,32,Adaptive
8,0.999705493,0.999752756,0.999612362,0.999682452,0.999600433,1,1,1,1,1,1,1,1,1,1,21.68317986,1,0.001,32,Adaptive
9,0.999803662,0.999794442,0.999762733,0.999778559,0.999733739,1,1,1,1,1,1,1,1,1,1,26.78636813,1,0.001,32,Adaptive
10,0.999754577,0.999803804,0.999682742,0.999743176,0.99966714,1,1,1,1,1,1,1,1,1,1,27.36641431,1,0.001,32,Adaptive
1,0.999460043,0.999476939,0.999329411,0.999402732,0.99926794,0.999558304,0.999680307,0.999360614,0.999519949,0.999399119,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,22.01031613,1,0.001,32,ElasticNet
2,0.999950913,0.999964008,0.999932669,0.999948333,0.999933386,1,1,1,1,1,1,1,1,1,1,28.73253751,1,0.001,32,ElasticNet
3,0.999901826,0.999896222,0.999897938,0.999897059,0.999866826,1,1,1,1,1,1,1,1,1,1,20.55825305,1,0.001,32,ElasticNet
4,0.999558217,0.99955591,0.999520302,0.999537763,0.999401397,0.999116608,0.999077491,0.999023438,0.999048656,0.998792256,0.999602544,0.999586777,0.999579832,0.999582957,0.999461012,23.18894243,1,0.001,32,ElasticNet
5,0.99950913,0.999639041,0.99934924,0.999493648,0.999334561,0.999116608,0.999362245,0.998721228,0.99903969,0.99879846,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,29.42585206,1,0.001,32,ElasticNet
6,0.998134695,0.998186832,0.997896274,0.998036387,0.997469628,0.999116608,0.999105546,0.999100719,0.999101521,0.998812712,0.999205087,0.999295062,0.999037533,0.99916557,0.998921935,22.32279325,1,0.001,32,ElasticNet
7,0.996613164,0.996991678,0.995655795,0.996308366,0.995410596,0.999116217,0.999358974,0.998876404,0.999116013,0.998802524,0.997615262,0.997999688,0.996746204,0.997360232,0.996769573,21.84820366,1,0.001,32,ElasticNet
8,0.999803662,0.999794584,0.999777695,0.9997861,0.99973361,0.999558109,0.999554367,0.999517375,0.999535439,0.999401953,1,1,1,1,1,22.82373118,0.999558091,0.001,32,ElasticNet
9,0.999214647,0.999189602,0.9989908,0.999089232,0.998935296,0.999558109,0.999519231,0.999393204,0.999455617,0.999399138,0.999205087,0.999038238,0.999165645,0.99910168,0.998921873,28.9336946,1,0.001,32,ElasticNet
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.76696706,1,0.001,32,ElasticNet
1,0.998478304,0.998884571,0.998010291,0.998443113,0.997938508,0.999116608,0.99936143,0.998721228,0.999039281,0.998798655,0.998807631,0.999126892,0.998373102,0.998746578,0.998383943,21.44491625,1,0.001,32,FixedL1
2,0.999950913,0.999947895,0.999949156,0.99994852,0.999933387,1,1,1,1,1,1,1,1,1,1,22.61476398,1,0.001,32,FixedL1
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.3323648,1,0.001,32,FixedL1
4,0.999558217,0.99955591,0.999520302,0.999537763,0.999401397,0.999116608,0.999077491,0.999023438,0.999048656,0.998792256,1,1,1,1,1,20.64906907,1,0.001,32,FixedL1
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.37838626,1,0.001,32,FixedL1
6,0.99739839,0.997608082,0.996609381,0.997098941,0.996470128,0.999558304,0.999551167,0.999439462,0.999494798,0.999406078,0.997615262,0.997745009,0.996868335,0.997297365,0.996768057,24.42910147,1,0.001,32,FixedL1
7,0.999410985,0.999506164,0.999252601,0.999378986,0.999201018,1,1,1,1,1,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,23.42623377,1,0.001,32,FixedL1
8,0.999950915,0.999948304,0.999932814,0.999940552,0.9999334,1,1,1,1,1,1,1,1,1,1,23.72699881,1,0.001,32,FixedL1
9,0.999361901,0.999335721,0.99929728,0.999315951,0.999134945,1,1,1,1,1,0.999602544,0.999586777,0.999579832,0.999582957,0.999461012,24.58729386,1,0.001,32,FixedL1
10,0.999067393,0.99931694,0.998779605,0.999046646,0.998735771,0.999116217,0.999346405,0.998906063,0.999125189,0.998800254,0.999205087,0.999417249,0.998915401,0.999164806,0.998922285,21.30039048,1,0.001,32,FixedL1
1,0.999361869,0.999483427,0.999180981,0.999331583,0.999134882,1,1,1,1,1,0.999602544,0.999708285,0.999457701,0.999582613,0.999460971,35.31512189,1,0.001,32,FixedL2
2,0.998821912,0.998884794,0.998444916,0.99866274,0.998401899,0.999116608,0.999070513,0.998975647,0.999022519,0.998805491,0.999205087,0.999288822,0.998915401,0.999100671,0.998922123,22.6215992,0.9991166,0.001,32,FixedL2
3,0.999852739,0.999860994,0.99981397,0.99983746,0.999800226,1,1,1,1,1,1,1,1,1,1,34.99287152,1,0.001,32,FixedL2
4,0.999656391,0.999609853,0.999624768,0.999617303,0.999534265,1,1,1,1,1,1,1,1,1,1,27.56757331,1,0.001,32,FixedL2
5,0.999214608,0.999257133,0.99909663,0.999176096,0.99893534,0.998674912,0.998786261,0.998253063,0.998516899,0.9981975,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,23.01903439,0.998674929,0.001,32,FixedL2
6,0.998969173,0.998942225,0.998581848,0.998759039,0.998601223,1,1,1,1,1,0.999205087,0.999162479,0.998915401,0.999037059,0.998922393,33.05842924,1,0.001,32,FixedL2
7,0.999067393,0.99894766,0.999062465,0.999004649,0.998735018,0.999558109,0.999511719,0.99952741,0.999519102,0.999401099,0.999602544,0.999586777,0.999579832,0.999582957,0.999461012,23.62056041,1,0.001,32,FixedL2
8,0.999607323,0.999587033,0.999542136,0.999564307,0.999467331,1,1,1,1,1,1,1,1,1,1,28.23159289,1,0.001,32,FixedL2
9,0.998723801,0.998691859,0.998609759,0.998647978,0.998270941,0.999116217,0.999058746,0.998911508,0.998984547,0.998798002,0.999205087,0.999174917,0.999159664,0.999165901,0.998922449,29.22664428,1,0.001,32,FixedL2
10,0.998429294,0.998459355,0.998073554,0.998264418,0.997870127,0.999558109,0.999551971,0.999548736,0.999549949,0.999400081,0.998410175,0.998462327,0.998075065,0.998266574,0.997844017,24.53749251,0.999558091,0.001,32,FixedL2
1,0.999803652,0.999793093,0.99977914,0.999786099,0.999733735,1,1,1,1,1,1,1,1,1,1,38.18212891,1,0.001,32,MLP
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.75915718,1,0.001,32,MLP
3,0.998183782,0.997934076,0.998069247,0.997999504,0.997537336,0.999116608,0.999080087,0.998939213,0.999009327,0.998802348,0.999205087,0.999038706,0.999165925,0.999101851,0.998921844,25.82744837,1,0.001,32,MLP
4,0.999607304,0.999587544,0.99956057,0.999573775,0.999467892,1,1,1,1,1,1,1,1,1,1,30.99703026,1,0.001,32,MLP
5,0.999312782,0.999231852,0.999264649,0.999248095,0.999068154,0.999116608,0.99889408,0.999083002,0.998987932,0.998797946,1,1,1,1,1,29.78421926,1,0.001,32,MLP
6,0.999852739,0.99983007,0.999860018,0.999845017,0.999800022,1,1,1,1,1,1,1,1,1,1,27.46601415,1,0.001,32,MLP
7,0.999901831,0.999897425,0.999897425,0.999897425,0.99986681,1,1,1,1,1,0.999602544,0.999580537,0.999457701,0.999518648,0.999460998,28.45423245,1,0.001,32,MLP
8,0.998183871,0.997991063,0.99805733,0.998022579,0.997536825,0.999116217,0.99911032,0.999034749,0.999070808,0.99880442,0.997217806,0.996838066,0.997070785,0.996952377,0.996227489,23.1840632,1,0.001,32,MLP
9,0.999018309,0.999107867,0.998769335,0.998937954,0.998668897,0.998674326,0.99905303,0.998179612,0.998612097,0.998198557,0.999205087,0.999165985,0.999037533,0.999101497,0.998921752,21.09532642,0.999558091,0.001,32,MLP
